 ix          r[AU] il       lam[mic]       tau_vert
117  3.7510821E+01 10  1.2118621E+00  3.2356939E+01  dust
117  3.7510821E+01 11  2.3303096E+00  2.2758321E+01  dust
117  3.7510821E+01 12  4.3003104E+00  1.7590774E+01  dust
117  3.7510821E+01 13  6.2450423E+00  1.4012385E+01  dust
117  3.7510821E+01 14  8.8527200E+00  1.5170590E+01  dust
117  3.7510821E+01 15  1.2668311E+01  1.3370840E+01  dust
117  3.7510821E+01 16  1.8134220E+01  1.3101233E+01  dust
117  3.7510821E+01 17  2.5964377E+01  1.2080520E+01  dust
117  3.7510821E+01 18  4.2233750E+01  8.8163524E+00  dust
117  3.7510821E+01 19  8.6443439E+01  5.9287148E+00  dust
117  3.7510821E+01 20  1.7710287E+02  4.0110682E+00  dust
117  3.7510821E+01 21  3.6308087E+02  2.6981888E+00  dust
117  3.7510821E+01 22  7.4469677E+02  1.7901289E+00  dust
117  3.7510821E+01 23  1.5279094E+03  1.1551515E+00  dust
117  3.7510821E+01 24  3.1355912E+03  7.0767198E-01  dust
117  3.7510821E+01 25  6.4360319E+03  3.7782986E-01  dust
118  4.0051960E+01  1  9.5842289E-02  6.5529284E+01  dust
118  4.0051960E+01  2  1.0573550E-01  6.4314990E+01  dust
118  4.0051960E+01  3  1.1812006E-01  6.2856724E+01  dust
118  4.0051960E+01  4  1.3353968E-01  6.1257792E+01  dust
118  4.0051960E+01  5  1.5097181E-01  5.9493879E+01  dust
118  4.0051960E+01  6  1.7067955E-01  5.6891571E+01  dust
118  4.0051960E+01  7  1.9296000E-01  5.3960323E+01  dust
118  4.0051960E+01  8  3.0195156E-01  4.7580000E+01  dust
118  4.0051960E+01  9  5.8874250E-01  3.8099115E+01  dust
118  4.0051960E+01 10  1.2118621E+00  2.7846301E+01  dust
118  4.0051960E+01 11  2.3303096E+00  1.9586081E+01  dust
118  4.0051960E+01 12  4.3003104E+00  1.5138966E+01  dust
118  4.0051960E+01 13  6.2450423E+00  1.2059377E+01  dust
118  4.0051960E+01 14  8.8527200E+00  1.3055986E+01  dust
118  4.0051960E+01 15  1.2668311E+01  1.1507205E+01  dust
118  4.0051960E+01 16  1.8134220E+01  1.1275114E+01  dust
118  4.0051960E+01 17  2.5964377E+01  1.0396719E+01  dust
118  4.0051960E+01 18  4.2233750E+01  7.5875160E+00  dust
118  4.0051960E+01 19  8.6443439E+01  5.1023009E+00  dust
118  4.0051960E+01 20  1.7710287E+02  3.4518858E+00  dust
118  4.0051960E+01 21  3.6308087E+02  2.3219775E+00  dust
118  4.0051960E+01 22  7.4469677E+02  1.5404937E+00  dust
118  4.0051960E+01 23  1.5279094E+03  9.9404581E-01  dust
118  4.0051960E+01 24  3.1355912E+03  6.0896658E-01  dust
118  4.0051960E+01 25  6.4360319E+03  3.2512757E-01  dust
119  4.2765245E+01  1  9.5842289E-02  5.6069137E+01  dust
119  4.2765245E+01  2  1.0573550E-01  5.5030209E+01  dust
119  4.2765245E+01  3  1.1812006E-01  5.3782541E+01  dust
119  4.2765245E+01  4  1.3353968E-01  5.2414518E+01  dust
119  4.2765245E+01  5  1.5097181E-01  5.0905339E+01  dust
119  4.2765245E+01  6  1.7067955E-01  4.8678827E+01  dust
119  4.2765245E+01  7  1.9296000E-01  4.6170851E+01  dust
119  4.2765245E+01  8  3.0195156E-01  4.0711820E+01  dust
119  4.2765245E+01  9  5.8874250E-01  3.2599951E+01  dust
119  4.2765245E+01 10  1.2118621E+00  2.3827451E+01  dust
119  4.2765245E+01 11  2.3303096E+00  1.6759650E+01  dust
119  4.2765245E+01 12  4.3003104E+00  1.2954402E+01  dust
119  4.2765245E+01 13  6.2450423E+00  1.0319228E+01  dust
119  4.2765245E+01 14  8.8527200E+00  1.1171881E+01  dust
119  4.2765245E+01 15  1.2668311E+01  9.8466917E+00  dust
119  4.2765245E+01 16  1.8134220E+01  9.6480367E+00  dust
119  4.2765245E+01 17  2.5964377E+01  8.8964362E+00  dust
119  4.2765245E+01 18  4.2233750E+01  6.4926007E+00  dust
119  4.2765245E+01 19  8.6443439E+01  4.3659527E+00  dust
119  4.2765245E+01 20  1.7710287E+02  2.9536534E+00  dust
119  4.2765245E+01 21  3.6308087E+02  1.9867816E+00  dust
119  4.2765245E+01 22  7.4469677E+02  1.3180809E+00  dust
119  4.2765245E+01 23  1.5279094E+03  8.5051233E-01  dust
119  4.2765245E+01 24  3.1355912E+03  5.2102908E-01  dust
119  4.2765245E+01 25  6.4360319E+03  2.7817531E-01  dust
120  4.5662339E+01  1  9.5842289E-02  4.7681757E+01  dust
120  4.5662339E+01  2  1.0573550E-01  4.6798303E+01  dust
120  4.5662339E+01  3  1.1812006E-01  4.5737343E+01  dust
120  4.5662339E+01  4  1.3353968E-01  4.4574036E+01  dust
120  4.5662339E+01  5  1.5097181E-01  4.3290695E+01  dust
120  4.5662339E+01  6  1.7067955E-01  4.1397350E+01  dust
120  4.5662339E+01  7  1.9296000E-01  3.9264637E+01  dust
120  4.5662339E+01  8  3.0195156E-01  3.4622397E+01  dust
120  4.5662339E+01  9  5.8874250E-01  2.7724260E+01  dust
120  4.5662339E+01 10  1.2118621E+00  2.0264175E+01  dust
120  4.5662339E+01 11  2.3303096E+00  1.4253570E+01  dust
120  4.5662339E+01 12  4.3003104E+00  1.1017411E+01  dust
120  4.5662339E+01 13  6.2450423E+00  8.7762734E+00  dust
120  4.5662339E+01 14  8.8527200E+00  9.5013107E+00  dust
120  4.5662339E+01 15  1.2668311E+01  8.3743528E+00  dust
120  4.5662339E+01 16  1.8134220E+01  8.2053533E+00  dust
120  4.5662339E+01 17  2.5964377E+01  7.5661678E+00  dust
120  4.5662339E+01 18  4.2233750E+01  5.5217554E+00  dust
120  4.5662339E+01 19  8.6443439E+01  3.7130465E+00  dust
120  4.5662339E+01 20  1.7710287E+02  2.5118888E+00  dust
120  4.5662339E+01 21  3.6308087E+02  1.6895840E+00  dust
120  4.5662339E+01 22  7.4469677E+02  1.1208871E+00  dust
120  4.5662339E+01 23  1.5279094E+03  7.2325720E-01  dust
120  4.5662339E+01 24  3.1355912E+03  4.4306629E-01  dust
120  4.5662339E+01 25  6.4360319E+03  2.3654941E-01  dust
121  4.8755695E+01  1  9.5842289E-02  4.0284719E+01  dust
121  4.8755695E+01  2  1.0573550E-01  3.9538375E+01  dust
121  4.8755695E+01  3  1.1812006E-01  3.8642068E+01  dust
121  4.8755695E+01  4  1.3353968E-01  3.7659298E+01  dust
121  4.8755695E+01  5  1.5097181E-01  3.6575119E+01  dust
121  4.8755695E+01  6  1.7067955E-01  3.4975590E+01  dust
121  4.8755695E+01  7  1.9296000E-01  3.3173817E+01  dust
121  4.8755695E+01  8  3.0195156E-01  2.9251903E+01  dust
121  4.8755695E+01  9  5.8874250E-01  2.3424144E+01  dust
121  4.8755695E+01 10  1.2118621E+00  1.7121484E+01  dust
121  4.8755695E+01 11  2.3303096E+00  1.2043241E+01  dust
121  4.8755695E+01 12  4.3003104E+00  9.3089879E+00  dust
121  4.8755695E+01 13  6.2450423E+00  7.4153787E+00  dust
121  4.8755695E+01 14  8.8527200E+00  8.0278824E+00  dust
121  4.8755695E+01 15  1.2668311E+01  7.0757455E+00  dust
121  4.8755695E+01 16  1.8134220E+01  6.9329106E+00  dust
121  4.8755695E+01 17  2.5964377E+01  6.3928661E+00  dust
121  4.8755695E+01 18  4.2233750E+01  4.6654609E+00  dust
121  4.8755695E+01 19  8.6443439E+01  3.1371817E+00  dust
121  4.8755695E+01 20  1.7710287E+02  2.1222600E+00  dust
121  4.8755695E+01 21  3.6308087E+02  1.4274688E+00  dust
121  4.8755695E+01 22  7.4469677E+02  9.4697620E-01  dust
121  4.8755695E+01 23  1.5279094E+03  6.1103011E-01  dust
121  4.8755695E+01 24  3.1355912E+03  3.7431174E-01  dust
121  4.8755695E+01 25  6.4360319E+03  1.9984044E-01  dust
122  5.2058607E+01  1  9.5842289E-02  3.3798364E+01  dust
122  5.2058607E+01  2  1.0573550E-01  3.3172242E+01  dust
122  5.2058607E+01  3  1.1812006E-01  3.2420312E+01  dust
122  5.2058607E+01  4  1.3353968E-01  3.1595842E+01  dust
122  5.2058607E+01  5  1.5097181E-01  3.0686297E+01  dust
122  5.2058607E+01  6  1.7067955E-01  2.9344399E+01  dust
122  5.2058607E+01  7  1.9296000E-01  2.7832812E+01  dust
122  5.2058607E+01  8  3.0195156E-01  2.4542515E+01  dust
122  5.2058607E+01  9  5.8874250E-01  1.9653319E+01  dust
122  5.2058607E+01 10  1.2118621E+00  1.4365561E+01  dust
122  5.2058607E+01 11  2.3303096E+00  1.0104893E+01  dust
122  5.2058607E+01 12  4.3003104E+00  7.8107640E+00  dust
122  5.2058607E+01 13  6.2450423E+00  6.2219158E+00  dust
122  5.2058607E+01 14  8.8527200E+00  6.7357532E+00  dust
122  5.2058607E+01 15  1.2668311E+01  5.9369110E+00  dust
122  5.2058607E+01 16  1.8134220E+01  5.8170295E+00  dust
122  5.2058607E+01 17  2.5964377E+01  5.3639203E+00  dust
122  5.2058607E+01 18  4.2233750E+01  3.9145165E+00  dust
122  5.2058607E+01 19  8.6443439E+01  2.6321714E+00  dust
122  5.2058607E+01 20  1.7710287E+02  1.7805798E+00  dust
122  5.2058607E+01 21  3.6308087E+02  1.1976174E+00  dust
122  5.2058607E+01 22  7.4469677E+02  7.9447663E-01  dust
122  5.2058607E+01 23  1.5279094E+03  5.1262254E-01  dust
122  5.2058607E+01 24  3.1355912E+03  3.1402466E-01  dust
122  5.2058607E+01 25  6.4360319E+03  1.6765277E-01  dust
123  5.5585272E+01  1  9.5842289E-02  2.8145745E+01  dust
123  5.5585272E+01  2  1.0573550E-01  2.7624387E+01  dust
123  5.5585272E+01  3  1.1812006E-01  2.6998267E+01  dust
123  5.5585272E+01  4  1.3353968E-01  2.6311743E+01  dust
123  5.5585272E+01  5  1.5097181E-01  2.5554376E+01  dust
123  5.5585272E+01  6  1.7067955E-01  2.4436982E+01  dust
123  5.5585272E+01  7  1.9296000E-01  2.3178269E+01  dust
123  5.5585272E+01  8  3.0195156E-01  2.0438382E+01  dust
123  5.5585272E+01  9  5.8874250E-01  1.6367074E+01  dust
123  5.5585272E+01 10  1.2118621E+00  1.1963741E+01  dust
123  5.5585272E+01 11  2.3303096E+00  8.4155597E+00  dust
123  5.5585272E+01 12  4.3003104E+00  6.5049960E+00  dust
123  5.5585272E+01 13  6.2450423E+00  5.1817538E+00  dust
123  5.5585272E+01 14  8.8527200E+00  5.6096187E+00  dust
123  5.5585272E+01 15  1.2668311E+01  4.9443650E+00  dust
123  5.5585272E+01 16  1.8134220E+01  4.8444956E+00  dust
123  5.5585272E+01 17  2.5964377E+01  4.4671480E+00  dust
123  5.5585272E+01 18  4.2233750E+01  3.2600336E+00  dust
123  5.5585272E+01 19  8.6443439E+01  2.1920378E+00  dust
123  5.5585272E+01 20  1.7710287E+02  1.4828023E+00  dust
123  5.5585272E+01 21  3.6308087E+02  9.9730637E-01  dust
123  5.5585272E+01 22  7.4469677E+02  6.6158027E-01  dust
123  5.5585272E+01 23  1.5279094E+03  4.2686693E-01  dust
123  5.5585272E+01 24  3.1355912E+03  2.6148943E-01  dust
123  5.5585272E+01 25  6.4360319E+03  1.3960418E-01  dust
124  5.9350848E+01  1  9.5842289E-02  2.3252630E+01  dust
124  5.9350848E+01  2  1.0573550E-01  2.2821953E+01  dust
124  5.9350848E+01  3  1.1812006E-01  2.2304731E+01  dust
124  5.9350848E+01  4  1.3353968E-01  2.1737610E+01  dust
124  5.9350848E+01  5  1.5097181E-01  2.1111967E+01  dust
124  5.9350848E+01  6  1.7067955E-01  2.0188900E+01  dust
124  5.9350848E+01  7  1.9296000E-01  1.9149074E+01  dust
124  5.9350848E+01  8  3.0195156E-01  1.6885621E+01  dust
124  5.9350848E+01  9  5.8874250E-01  1.3522273E+01  dust
124  5.9350848E+01 10  1.2118621E+00  9.8845111E+00  dust
124  5.9350848E+01 11  2.3303096E+00  6.9530877E+00  dust
124  5.9350848E+01 12  4.3003104E+00  5.3745651E+00  dust
124  5.9350848E+01 13  6.2450423E+00  4.2812592E+00  dust
124  5.9350848E+01 14  8.8527200E+00  4.6347132E+00  dust
124  5.9350848E+01 15  1.2668311E+01  4.0850975E+00  dust
124  5.9350848E+01 16  1.8134220E+01  4.0025595E+00  dust
124  5.9350848E+01 17  2.5964377E+01  3.6907950E+00  dust
124  5.9350848E+01 18  4.2233750E+01  2.6934358E+00  dust
124  5.9350848E+01 19  8.6443439E+01  1.8110132E+00  dust
124  5.9350848E+01 20  1.7710287E+02  1.2250236E+00  dust
124  5.9350848E+01 21  3.6308087E+02  8.2390782E-01  dust
124  5.9350848E+01 22  7.4469677E+02  5.4654243E-01  dust
124  5.9350848E+01 23  1.5279094E+03  3.5263683E-01  dust
124  5.9350848E+01 24  3.1355912E+03  2.1601565E-01  dust
124  5.9350848E+01 25  6.4360319E+03  1.1532595E-01  dust
125  6.3371520E+01  1  9.5842289E-02  1.9047557E+01  dust
125  6.3371520E+01  2  1.0573550E-01  1.8694804E+01  dust
125  6.3371520E+01  3  1.1812006E-01  1.8271161E+01  dust
125  6.3371520E+01  4  1.3353968E-01  1.7806646E+01  dust
125  6.3371520E+01  5  1.5097181E-01  1.7294195E+01  dust
125  6.3371520E+01  6  1.7067955E-01  1.6538121E+01  dust
125  6.3371520E+01  7  1.9296000E-01  1.5686392E+01  dust
125  6.3371520E+01  8  3.0195156E-01  1.3832360E+01  dust
125  6.3371520E+01  9  5.8874250E-01  1.1077392E+01  dust
125  6.3371520E+01 10  1.2118621E+00  8.0975332E+00  dust
125  6.3371520E+01 11  2.3303096E+00  5.6961481E+00  dust
125  6.3371520E+01 12  4.3003104E+00  4.4029906E+00  dust
125  6.3371520E+01 13  6.2450423E+00  3.5073061E+00  dust
125  6.3371520E+01 14  8.8527200E+00  3.7968212E+00  dust
125  6.3371520E+01 15  1.2668311E+01  3.3465826E+00  dust
125  6.3371520E+01 16  1.8134220E+01  3.2789465E+00  dust
125  6.3371520E+01 17  2.5964377E+01  3.0235448E+00  dust
125  6.3371520E+01 18  4.2233750E+01  2.2064652E+00  dust
125  6.3371520E+01 19  8.6443439E+01  1.4835435E+00  dust
125  6.3371520E+01 20  1.7710287E+02  1.0034843E+00  dust
125  6.3371520E+01 21  3.6308087E+02  6.7489131E-01  dust
125  6.3371520E+01 22  7.4469677E+02  4.4768326E-01  dust
125  6.3371520E+01 23  1.5279094E+03  2.8884768E-01  dust
125  6.3371520E+01 24  3.1355912E+03  1.7693865E-01  dust
125  6.3371520E+01 25  6.4360319E+03  9.4463137E-02  dust
126  6.7664569E+01  1  9.5842289E-02  1.5461941E+01  dust
126  6.7664569E+01  2  1.0573550E-01  1.5175626E+01  dust
126  6.7664569E+01  3  1.1812006E-01  1.4831771E+01  dust
126  6.7664569E+01  4  1.3353968E-01  1.4454740E+01  dust
126  6.7664569E+01  5  1.5097181E-01  1.4038799E+01  dust
126  6.7664569E+01  6  1.7067955E-01  1.3425107E+01  dust
126  6.7664569E+01  7  1.9296000E-01  1.2733758E+01  dust
126  6.7664569E+01  8  3.0195156E-01  1.1228817E+01  dust
126  6.7664569E+01  9  5.8874250E-01  8.9925796E+00  dust
126  6.7664569E+01 10  1.2118621E+00  6.5736908E+00  dust
126  6.7664569E+01 11  2.3303096E+00  4.6242700E+00  dust
126  6.7664569E+01 12  4.3003104E+00  3.5744540E+00  dust
126  6.7664569E+01 13  6.2450423E+00  2.8472956E+00  dust
126  6.7664569E+01 14  8.8527200E+00  3.0822980E+00  dust
126  6.7664569E+01 15  1.2668311E+01  2.7167975E+00  dust
126  6.7664569E+01 16  1.8134220E+01  2.6618745E+00  dust
126  6.7664569E+01 17  2.5964377E+01  2.4545345E+00  dust
126  6.7664569E+01 18  4.2233750E+01  1.7911949E+00  dust
126  6.7664569E+01 19  8.6443439E+01  1.2042969E+00  dust
126  6.7664569E+01 20  1.7710287E+02  8.1457536E-01  dust
126  6.7664569E+01 21  3.6308087E+02  5.4782774E-01  dust
126  6.7664569E+01 22  7.4469677E+02  3.6339026E-01  dust
126  6.7664569E+01 23  1.5279094E+03  2.3445852E-01  dust
126  6.7664569E+01 24  3.1355912E+03  1.4362052E-01  dust
126  6.7664569E+01 25  6.4360319E+03  7.6675074E-02  dust
127  7.2248446E+01  1  9.5842289E-02  1.2430222E+01  dust
127  7.2248446E+01  2  1.0573550E-01  1.2200077E+01  dust
127  7.2248446E+01  3  1.1812006E-01  1.1923678E+01  dust
127  7.2248446E+01  4  1.3353968E-01  1.1620609E+01  dust
127  7.2248446E+01  5  1.5097181E-01  1.1286262E+01  dust
127  7.2248446E+01  6  1.7067955E-01  1.0792948E+01  dust
127  7.2248446E+01  7  1.9296000E-01  1.0237196E+01  dust
127  7.2248446E+01  8  3.0195156E-01  9.0274029E+00  dust
127  7.2248446E+01  9  5.8874250E-01  7.2297382E+00  dust
127  7.2248446E+01 10  1.2118621E+00  5.2851501E+00  dust
127  7.2248446E+01 11  2.3303096E+00  3.7178838E+00  dust
127  7.2248446E+01 12  4.3003104E+00  2.8738326E+00  dust
127  7.2248446E+01 13  6.2450423E+00  2.2891826E+00  dust
127  7.2248446E+01 14  8.8527200E+00  2.4780991E+00  dust
127  7.2248446E+01 15  1.2668311E+01  2.1842478E+00  dust
127  7.2248446E+01 16  1.8134220E+01  2.1400795E+00  dust
127  7.2248446E+01 17  2.5964377E+01  1.9733789E+00  dust
127  7.2248446E+01 18  4.2233750E+01  1.4400458E+00  dust
127  7.2248446E+01 19  8.6443439E+01  9.6817535E-01  dust
127  7.2248446E+01 20  1.7710287E+02  6.5484617E-01  dust
127  7.2248446E+01 21  3.6308087E+02  4.4039462E-01  dust
127  7.2248446E+01 22  7.4469677E+02  2.9212187E-01  dust
127  7.2248446E+01 23  1.5279094E+03  1.8847424E-01  dust
127  7.2248446E+01 24  3.1355912E+03  1.1545147E-01  dust
127  7.2248446E+01 25  6.4360319E+03  6.1636141E-02  dust
128  7.7142855E+01  1  9.5842289E-02  9.8900445E+00  dust
128  7.7142855E+01  2  1.0573550E-01  9.7069579E+00  dust
128  7.7142855E+01  3  1.1812006E-01  9.4870717E+00  dust
128  7.7142855E+01  4  1.3353968E-01  9.2459676E+00  dust
128  7.7142855E+01  5  1.5097181E-01  8.9799795E+00  dust
128  7.7142855E+01  6  1.7067955E-01  8.5875173E+00  dust
128  7.7142855E+01  7  1.9296000E-01  8.1453686E+00  dust
128  7.7142855E+01  8  3.0195156E-01  7.1828560E+00  dust
128  7.7142855E+01  9  5.8874250E-01  5.7526344E+00  dust
128  7.7142855E+01 10  1.2118621E+00  4.2054375E+00  dust
128  7.7142855E+01 11  2.3303096E+00  2.9583755E+00  dust
128  7.7142855E+01 12  4.3003104E+00  2.2867415E+00  dust
128  7.7142855E+01 13  6.2450423E+00  1.8215094E+00  dust
128  7.7142855E+01 14  8.8527200E+00  1.9718163E+00  dust
128  7.7142855E+01 15  1.2668311E+01  1.7379992E+00  dust
128  7.7142855E+01 16  1.8134220E+01  1.7028464E+00  dust
128  7.7142855E+01 17  2.5964377E+01  1.5701987E+00  dust
128  7.7142855E+01 18  4.2233750E+01  1.1458077E+00  dust
128  7.7142855E+01 19  8.6443439E+01  7.7032882E-01  dust
128  7.7142855E+01 20  1.7710287E+02  5.2101390E-01  dust
128  7.7142855E+01 21  3.6308087E+02  3.5038264E-01  dust
128  7.7142855E+01 22  7.4469677E+02  2.3241172E-01  dust
128  7.7142855E+01 23  1.5279094E+03  1.4994833E-01  dust
128  7.7142855E+01 24  3.1355912E+03  9.1851542E-02  dust
128  7.7142855E+01 25  6.4360319E+03  4.9036652E-02  dust
129  8.2368831E+01  1  9.5842289E-02  7.7824613E+00  dust
129  8.2368831E+01  2  1.0573550E-01  7.6384139E+00  dust
129  8.2368831E+01  3  1.1812006E-01  7.4654112E+00  dust
129  8.2368831E+01  4  1.3353968E-01  7.2757134E+00  dust
129  8.2368831E+01  5  1.5097181E-01  7.0664360E+00  dust
129  8.2368831E+01  6  1.7067955E-01  6.7576426E+00  dust
129  8.2368831E+01  7  1.9296000E-01  6.4097439E+00  dust
129  8.2368831E+01  8  3.0195156E-01  5.6523870E+00  dust
129  8.2368831E+01  9  5.8874250E-01  4.5270129E+00  dust
129  8.2368831E+01 10  1.2118621E+00  3.3095241E+00  dust
129  8.2368831E+01 11  2.3303096E+00  2.3281460E+00  dust
129  8.2368831E+01 12  4.3003104E+00  1.7995799E+00  dust
129  8.2368831E+01 13  6.2450423E+00  1.4334418E+00  dust
129  8.2368831E+01 14  8.8527200E+00  1.5517176E+00  dust
129  8.2368831E+01 15  1.2668311E+01  1.3677130E+00  dust
129  8.2368831E+01 16  1.8134220E+01  1.3400440E+00  dust
129  8.2368831E+01 17  2.5964377E+01  1.2356522E+00  dust
129  8.2368831E+01 18  4.2233750E+01  9.0166260E-01  dust
129  8.2368831E+01 19  8.6443439E+01  6.0617093E-01  dust
129  8.2368831E+01 20  1.7710287E+02  4.0997433E-01  dust
129  8.2368831E+01 21  3.6308087E+02  2.7570279E-01  dust
129  8.2368831E+01 22  7.4469677E+02  1.8287345E-01  dust
129  8.2368831E+01 23  1.5279094E+03  1.1798598E-01  dust
129  8.2368831E+01 24  3.1355912E+03  7.2272470E-02  dust
129  8.2368831E+01 25  6.4360319E+03  3.8583859E-02  dust
130  8.7948836E+01  1  9.5842289E-02  6.0521406E+00  dust
130  8.7948836E+01  2  1.0573550E-01  5.9401399E+00  dust
130  8.7948836E+01  3  1.1812006E-01  5.8056234E+00  dust
130  8.7948836E+01  4  1.3353968E-01  5.6581248E+00  dust
130  8.7948836E+01  5  1.5097181E-01  5.4954011E+00  dust
130  8.7948836E+01  6  1.7067955E-01  5.2552923E+00  dust
130  8.7948836E+01  7  1.9296000E-01  4.9847664E+00  dust
130  8.7948836E+01  8  3.0195156E-01  4.3958310E+00  dust
130  8.7948836E+01  9  5.8874250E-01  3.5207191E+00  dust
130  8.7948836E+01 10  1.2118621E+00  2.5739153E+00  dust
130  8.7948836E+01 11  2.3303096E+00  1.8106743E+00  dust
130  8.7948836E+01 12  4.3003104E+00  1.3995789E+00  dust
130  8.7948836E+01 13  6.2450423E+00  1.1148086E+00  dust
130  8.7948836E+01 14  8.8527200E+00  1.2067889E+00  dust
130  8.7948836E+01 15  1.2668311E+01  1.0636826E+00  dust
130  8.7948836E+01 16  1.8134220E+01  1.0421605E+00  dust
130  8.7948836E+01 17  2.5964377E+01  9.6096918E-01  dust
130  8.7948836E+01 18  4.2233750E+01  7.0120910E-01  dust
130  8.7948836E+01 19  8.6443439E+01  4.7139552E-01  dust
130  8.7948836E+01 20  1.7710287E+02  3.1881305E-01  dust
130  8.7948836E+01 21  3.6308087E+02  2.1439399E-01  dust
130  8.7948836E+01 22  7.4469677E+02  1.4220563E-01  dust
130  8.7948836E+01 23  1.5279094E+03  9.1747284E-02  dust
130  8.7948836E+01 24  3.1355912E+03  5.6199647E-02  dust
130  8.7948836E+01 25  6.4360319E+03  3.0003001E-02  dust
131  9.3906853E+01  1  9.5842289E-02  4.6475699E+00  dust
131  9.3906853E+01  2  1.0573550E-01  4.5615787E+00  dust
131  9.3906853E+01  3  1.1812006E-01  4.4582985E+00  dust
131  9.3906853E+01  4  1.3353968E-01  4.3450499E+00  dust
131  9.3906853E+01  5  1.5097181E-01  4.2201105E+00  dust
131  9.3906853E+01  6  1.7067955E-01  4.0357495E+00  dust
131  9.3906853E+01  7  1.9296000E-01  3.8280247E+00  dust
131  9.3906853E+01  8  3.0195156E-01  3.3757947E+00  dust
131  9.3906853E+01  9  5.8874250E-01  2.7038166E+00  dust
131  9.3906853E+01 10  1.2118621E+00  1.9767363E+00  dust
131  9.3906853E+01 11  2.3303096E+00  1.3905771E+00  dust
131  9.3906853E+01 12  4.3003104E+00  1.0748489E+00  dust
131  9.3906853E+01 13  6.2450423E+00  8.5613829E-01  dust
131  9.3906853E+01 14  8.8527200E+00  9.2677437E-01  dust
131  9.3906853E+01 15  1.2668311E+01  8.1686939E-01  dust
131  9.3906853E+01 16  1.8134220E+01  8.0033895E-01  dust
131  9.3906853E+01 17  2.5964377E+01  7.3798268E-01  dust
131  9.3906853E+01 18  4.2233750E+01  5.3848598E-01  dust
131  9.3906853E+01 19  8.6443439E+01  3.6199261E-01  dust
131  9.3906853E+01 20  1.7710287E+02  2.4481629E-01  dust
131  9.3906853E+01 21  3.6308087E+02  1.6463028E-01  dust
131  9.3906853E+01 22  7.4469677E+02  1.0919664E-01  dust
131  9.3906853E+01 23  1.5279094E+03  7.0450305E-02  dust
131  9.3906853E+01 24  3.1355912E+03  4.3154026E-02  dust
131  9.3906853E+01 25  6.4360319E+03  2.3038316E-02  dust
132  1.0026849E+02  1  9.5842289E-02  3.5212372E+00  dust
132  1.0026849E+02  2  1.0573550E-01  3.4560995E+00  dust
132  1.0026849E+02  3  1.1812006E-01  3.3778639E+00  dust
132  1.0026849E+02  4  1.3353968E-01  3.2920762E+00  dust
132  1.0026849E+02  5  1.5097181E-01  3.1974318E+00  dust
132  1.0026849E+02  6  1.7067955E-01  3.0577696E+00  dust
132  1.0026849E+02  7  1.9296000E-01  2.9004009E+00  dust
132  1.0026849E+02  8  3.0195156E-01  2.5577883E+00  dust
132  1.0026849E+02  9  5.8874250E-01  2.0486929E+00  dust
132  1.0026849E+02 10  1.2118621E+00  1.4978094E+00  dust
132  1.0026849E+02 11  2.3303096E+00  1.0536640E+00  dust
132  1.0026849E+02 12  4.3003104E+00  8.1442125E-01  dust
132  1.0026849E+02 13  6.2450423E+00  6.4869265E-01  dust
132  1.0026849E+02 14  8.8527200E+00  7.0221296E-01  dust
132  1.0026849E+02 15  1.2668311E+01  6.1893477E-01  dust
132  1.0026849E+02 16  1.8134220E+01  6.0640851E-01  dust
132  1.0026849E+02 17  2.5964377E+01  5.5915818E-01  dust
132  1.0026849E+02 18  4.2233750E+01  4.0799356E-01  dust
132  1.0026849E+02 19  8.6443439E+01  2.7426280E-01  dust
132  1.0026849E+02 20  1.7710287E+02  1.8548063E-01  dust
132  1.0026849E+02 21  3.6308087E+02  1.2472738E-01  dust
132  1.0026849E+02 22  7.4469677E+02  8.2728949E-02  dust
132  1.0026849E+02 23  1.5279094E+03  5.3373870E-02  dust
132  1.0026849E+02 24  3.1355912E+03  3.2693792E-02  dust
132  1.0026849E+02 25  6.4360319E+03  1.7453921E-02  dust
133  1.0706109E+02  1  9.5842289E-02  2.6297765E+00  dust
133  1.0706109E+02  2  1.0573550E-01  2.5811406E+00  dust
133  1.0706109E+02  3  1.1812006E-01  2.5227235E+00  dust
133  1.0706109E+02  4  1.3353968E-01  2.4586667E+00  dust
133  1.0706109E+02  5  1.5097181E-01  2.3879961E+00  dust
133  1.0706109E+02  6  1.7067955E-01  2.2837069E+00  dust
133  1.0706109E+02  7  1.9296000E-01  2.1661898E+00  dust
133  1.0706109E+02  8  3.0195156E-01  1.9103304E+00  dust
133  1.0706109E+02  9  5.8874250E-01  1.5301432E+00  dust
133  1.0706109E+02 10  1.2118621E+00  1.1187154E+00  dust
133  1.0706109E+02 11  2.3303096E+00  7.8698001E-01  dust
133  1.0706109E+02 12  4.3003104E+00  6.0828209E-01  dust
133  1.0706109E+02 13  6.2450423E+00  4.8449400E-01  dust
133  1.0706109E+02 14  8.8527200E+00  5.2446734E-01  dust
133  1.0706109E+02 15  1.2668311E+01  4.6226581E-01  dust
133  1.0706109E+02 16  1.8134220E+01  4.5290956E-01  dust
133  1.0706109E+02 17  2.5964377E+01  4.1761691E-01  dust
133  1.0706109E+02 18  4.2233750E+01  3.0471075E-01  dust
133  1.0706109E+02 19  8.6443439E+01  2.0482876E-01  dust
133  1.0706109E+02 20  1.7710287E+02  1.3852077E-01  dust
