 ix          r[AU] il       lam[mic]       tau_vert
133  1.0706109E+02 21  3.6308087E+02  9.3147888E-02  dust
133  1.0706109E+02 22  7.4469677E+02  6.1782517E-02  dust
133  1.0706109E+02 23  1.5279094E+03  3.9859766E-02  dust
133  1.0706109E+02 24  3.1355912E+03  2.4415716E-02  dust
133  1.0706109E+02 25  6.4360319E+03  1.3034532E-02  dust
134  1.1431385E+02  1  9.5842289E-02  1.9340633E+00  dust
134  1.1431385E+02  2  1.0573550E-01  1.8983029E+00  dust
134  1.1431385E+02  3  1.1812006E-01  1.8553496E+00  dust
134  1.1431385E+02  4  1.3353968E-01  1.8082489E+00  dust
134  1.1431385E+02  5  1.5097181E-01  1.7562845E+00  dust
134  1.1431385E+02  6  1.7067955E-01  1.6795971E+00  dust
134  1.1431385E+02  7  1.9296000E-01  1.5931780E+00  dust
134  1.1431385E+02  8  3.0195156E-01  1.4050180E+00  dust
134  1.1431385E+02  9  5.8874250E-01  1.1254267E+00  dust
134  1.1431385E+02 10  1.2118621E+00  8.2283450E-01  dust
134  1.1431385E+02 11  2.3303096E+00  5.7883520E-01  dust
134  1.1431385E+02 12  4.3003104E+00  4.4739467E-01  dust
134  1.1431385E+02 13  6.2450423E+00  3.5634298E-01  dust
134  1.1431385E+02 14  8.8527200E+00  3.8574335E-01  dust
134  1.1431385E+02 15  1.2668311E+01  3.3999247E-01  dust
134  1.1431385E+02 16  1.8134220E+01  3.3311060E-01  dust
134  1.1431385E+02 17  2.5964377E+01  3.0715142E-01  dust
134  1.1431385E+02 18  4.2233750E+01  2.2410650E-01  dust
134  1.1431385E+02 19  8.6443439E+01  1.5064296E-01  dust
134  1.1431385E+02 20  1.7710287E+02  1.0187475E-01  dust
134  1.1431385E+02 21  3.6308087E+02  6.8504756E-02  dust
134  1.1431385E+02 22  7.4469677E+02  4.5437135E-02  dust
134  1.1431385E+02 23  1.5279094E+03  2.9314215E-02  dust
134  1.1431385E+02 24  3.1355912E+03  1.7956059E-02  dust
134  1.1431385E+02 25  6.4360319E+03  9.5859512E-03  dust
135  1.2205795E+02  1  9.5842289E-02  1.3992493E+00  dust
135  1.2205795E+02  2  1.0573550E-01  1.3733844E+00  dust
135  1.2205795E+02  3  1.1812006E-01  1.3423160E+00  dust
135  1.2205795E+02  4  1.3353968E-01  1.3082474E+00  dust
135  1.2205795E+02  5  1.5097181E-01  1.2706602E+00  dust
135  1.2205795E+02  6  1.7067955E-01  1.2151878E+00  dust
135  1.2205795E+02  7  1.9296000E-01  1.1526722E+00  dust
135  1.2205795E+02  8  3.0195156E-01  1.0165514E+00  dust
135  1.2205795E+02  9  5.8874250E-01  8.1428603E-01  dust
135  1.2205795E+02 10  1.2118621E+00  5.9536119E-01  dust
135  1.2205795E+02 11  2.3303096E+00  4.1881474E-01  dust
135  1.2205795E+02 12  4.3003104E+00  3.2370785E-01  dust
135  1.2205795E+02 13  6.2450423E+00  2.5782536E-01  dust
135  1.2205795E+02 14  8.8527200E+00  2.7909722E-01  dust
135  1.2205795E+02 15  1.2668311E+01  2.4599410E-01  dust
135  1.2205795E+02 16  1.8134220E+01  2.4101452E-01  dust
135  1.2205795E+02 17  2.5964377E+01  2.2223138E-01  dust
135  1.2205795E+02 18  4.2233750E+01  1.6214416E-01  dust
135  1.2205795E+02 19  8.6443439E+01  1.0899059E-01  dust
135  1.2205795E+02 20  1.7710287E+02  7.3705896E-02  dust
135  1.2205795E+02 21  3.6308087E+02  4.9562555E-02  dust
135  1.2205795E+02 22  7.4469677E+02  3.2873219E-02  dust
135  1.2205795E+02 23  1.5279094E+03  2.1208398E-02  dust
135  1.2205795E+02 24  3.1355912E+03  1.2990880E-02  dust
135  1.2205795E+02 25  6.4360319E+03  6.9352290E-03  dust
136  1.3032666E+02  1  9.5842289E-02  9.9472794E-01  dust
136  1.3032666E+02  2  1.0573550E-01  9.7634583E-01  dust
136  1.3032666E+02  3  1.1812006E-01  9.5426492E-01  dust
136  1.3032666E+02  4  1.3353968E-01  9.3005124E-01  dust
136  1.3032666E+02  5  1.5097181E-01  9.0333648E-01  dust
136  1.3032666E+02  6  1.7067955E-01  8.6390820E-01  dust
136  1.3032666E+02  7  1.9296000E-01  8.1947077E-01  dust
136  1.3032666E+02  8  3.0195156E-01  7.2270899E-01  dust
136  1.3032666E+02  9  5.8874250E-01  5.7892804E-01  dust
136  1.3032666E+02 10  1.2118621E+00  4.2328976E-01  dust
136  1.3032666E+02 11  2.3303096E+00  2.9776935E-01  dust
136  1.3032666E+02 12  4.3003104E+00  2.3014858E-01  dust
136  1.3032666E+02 13  6.2450423E+00  1.8330622E-01  dust
136  1.3032666E+02 14  8.8527200E+00  1.9842912E-01  dust
136  1.3032666E+02 15  1.2668311E+01  1.7489379E-01  dust
136  1.3032666E+02 16  1.8134220E+01  1.7135309E-01  dust
136  1.3032666E+02 17  2.5964377E+01  1.5799860E-01  dust
136  1.3032666E+02 18  4.2233750E+01  1.1527777E-01  dust
136  1.3032666E+02 19  8.6443439E+01  7.7487073E-02  dust
136  1.3032666E+02 20  1.7710287E+02  5.2401047E-02  dust
136  1.3032666E+02 21  3.6308087E+02  3.5236284E-02  dust
136  1.3032666E+02 22  7.4469677E+02  2.3371014E-02  dust
136  1.3032666E+02 23  1.5279094E+03  1.5077920E-02  dust
136  1.3032666E+02 24  3.1355912E+03  9.2357066E-03  dust
136  1.3032666E+02 25  6.4360319E+03  4.9304924E-03  dust
137  1.3915552E+02  1  9.5842289E-02  6.9402636E-01  dust
137  1.3915552E+02  2  1.0573550E-01  6.8120508E-01  dust
137  1.3915552E+02  3  1.1812006E-01  6.6580339E-01  dust
137  1.3915552E+02  4  1.3353968E-01  6.4891380E-01  dust
137  1.3915552E+02  5  1.5097181E-01  6.3027938E-01  dust
137  1.3915552E+02  6  1.7067955E-01  6.0277550E-01  dust
137  1.3915552E+02  7  1.9296000E-01  5.7177525E-01  dust
137  1.3915552E+02  8  3.0195156E-01  5.0426951E-01  dust
137  1.3915552E+02  9  5.8874250E-01  4.0396086E-01  dust
137  1.3915552E+02 10  1.2118621E+00  2.9536895E-01  dust
137  1.3915552E+02 11  2.3303096E+00  2.0778356E-01  dust
137  1.3915552E+02 12  4.3003104E+00  1.6059763E-01  dust
137  1.3915552E+02 13  6.2450423E+00  1.2791062E-01  dust
137  1.3915552E+02 14  8.8527200E+00  1.3846205E-01  dust
137  1.3915552E+02 15  1.2668311E+01  1.2203991E-01  dust
137  1.3915552E+02 16  1.8134220E+01  1.1956879E-01  dust
137  1.3915552E+02 17  2.5964377E+01  1.1025030E-01  dust
137  1.3915552E+02 18  4.2233750E+01  8.0439941E-02  dust
137  1.3915552E+02 19  8.6443439E+01  5.4069787E-02  dust
137  1.3915552E+02 20  1.7710287E+02  3.6564970E-02  dust
137  1.3915552E+02 21  3.6308087E+02  2.4587562E-02  dust
137  1.3915552E+02 22  7.4469677E+02  1.6308056E-02  dust
137  1.3915552E+02 23  1.5279094E+03  1.0521174E-02  dust
137  1.3915552E+02 24  3.1355912E+03  6.4445215E-03  dust
137  1.3915552E+02 25  6.4360319E+03  3.4404029E-03  dust
138  1.4858249E+02  1  9.5842289E-02  4.7462479E-01  dust
138  1.4858249E+02  2  1.0573550E-01  4.6585968E-01  dust
138  1.4858249E+02  3  1.1812006E-01  4.5533014E-01  dust
138  1.4858249E+02  4  1.3353968E-01  4.4378319E-01  dust
138  1.4858249E+02  5  1.5097181E-01  4.3104316E-01  dust
138  1.4858249E+02  6  1.7067955E-01  4.1223825E-01  dust
138  1.4858249E+02  7  1.9296000E-01  3.9104124E-01  dust
138  1.4858249E+02  8  3.0195156E-01  3.4488062E-01  dust
138  1.4858249E+02  9  5.8874250E-01  2.7628928E-01  dust
138  1.4858249E+02 10  1.2118621E+00  2.0202571E-01  dust
138  1.4858249E+02 11  2.3303096E+00  1.4212231E-01  dust
138  1.4858249E+02 12  4.3003104E+00  1.0984835E-01  dust
138  1.4858249E+02 13  6.2450423E+00  8.7490786E-02  dust
138  1.4858249E+02 14  8.8527200E+00  9.4706294E-02  dust
138  1.4858249E+02 15  1.2668311E+01  8.3474818E-02  dust
138  1.4858249E+02 16  1.8134220E+01  8.1784078E-02  dust
138  1.4858249E+02 17  2.5964377E+01  7.5410784E-02  dust
138  1.4858249E+02 18  4.2233750E+01  5.5021098E-02  dust
138  1.4858249E+02 19  8.6443439E+01  3.6984136E-02  dust
138  1.4858249E+02 20  1.7710287E+02  2.5010862E-02  dust
138  1.4858249E+02 21  3.6308087E+02  1.6818231E-02  dust
138  1.4858249E+02 22  7.4469677E+02  1.1154916E-02  dust
138  1.4858249E+02 23  1.5279094E+03  7.1965828E-03  dust
138  1.4858249E+02 24  3.1355912E+03  4.4080884E-03  dust
138  1.4858249E+02 25  6.4360319E+03  2.3532510E-03  dust
139  1.5864809E+02  1  9.5842289E-02  3.1770774E-01  dust
139  1.5864809E+02  2  1.0573550E-01  3.1184274E-01  dust
139  1.5864809E+02  3  1.1812006E-01  3.0479687E-01  dust
139  1.5864809E+02  4  1.3353968E-01  2.9707007E-01  dust
139  1.5864809E+02  5  1.5097181E-01  2.8854478E-01  dust
139  1.5864809E+02  6  1.7067955E-01  2.7596033E-01  dust
139  1.5864809E+02  7  1.9296000E-01  2.6177394E-01  dust
139  1.5864809E+02  8  3.0195156E-01  2.3087870E-01  dust
139  1.5864809E+02  9  5.8874250E-01  1.8497067E-01  dust
139  1.5864809E+02 10  1.2118621E+00  1.3526009E-01  dust
139  1.5864809E+02 11  2.3303096E+00  9.5157287E-02  dust
139  1.5864809E+02 12  4.3003104E+00  7.3549829E-02  dust
139  1.5864809E+02 13  6.2450423E+00  5.8580788E-02  dust
139  1.5864809E+02 14  8.8527200E+00  6.3410176E-02  dust
139  1.5864809E+02 15  1.2668311E+01  5.5891506E-02  dust
139  1.5864809E+02 16  1.8134220E+01  5.4758917E-02  dust
139  1.5864809E+02 17  2.5964377E+01  5.0492301E-02  dust
139  1.5864809E+02 18  4.2233750E+01  3.6840898E-02  dust
139  1.5864809E+02 19  8.6443439E+01  2.4764231E-02  dust
139  1.5864809E+02 20  1.7710287E+02  1.6747257E-02  dust
139  1.5864809E+02 21  3.6308087E+02  1.1261535E-02  dust
139  1.5864809E+02 22  7.4469677E+02  7.4693453E-03  dust
139  1.5864809E+02 23  1.5279094E+03  4.8188113E-03  dust
139  1.5864809E+02 24  3.1355912E+03  2.9516304E-03  dust
139  1.5864809E+02 25  6.4360319E+03  1.5757225E-03  dust
140  1.6939556E+02  1  9.5842289E-02  2.0785705E-01  dust
140  1.6939556E+02  2  1.0573550E-01  2.0402163E-01  dust
140  1.6939556E+02  3  1.1812006E-01  1.9941385E-01  dust
140  1.6939556E+02  4  1.3353968E-01  1.9436068E-01  dust
140  1.6939556E+02  5  1.5097181E-01  1.8878523E-01  dust
140  1.6939556E+02  6  1.7067955E-01  1.8055464E-01  dust
140  1.6939556E+02  7  1.9296000E-01  1.7127555E-01  dust
140  1.6939556E+02  8  3.0195156E-01  1.5106630E-01  dust
140  1.6939556E+02  9  5.8874250E-01  1.2103691E-01  dust
140  1.6939556E+02 10  1.2118621E+00  8.8515473E-02  dust
140  1.6939556E+02 11  2.3303096E+00  6.2275697E-02  dust
140  1.6939556E+02 12  4.3003104E+00  4.8136345E-02  dust
140  1.6939556E+02 13  6.2450423E+00  3.8340335E-02  dust
140  1.6939556E+02 14  8.8527200E+00  4.1499210E-02  dust
140  1.6939556E+02 15  1.2668311E+01  3.6579961E-02  dust
140  1.6939556E+02 16  1.8134220E+01  3.5838171E-02  dust
140  1.6939556E+02 17  2.5964377E+01  3.3046508E-02  dust
140  1.6939556E+02 18  4.2233750E+01  2.4112763E-02  dust
140  1.6939556E+02 19  8.6443439E+01  1.6209003E-02  dust
140  1.6939556E+02 20  1.7710287E+02  1.0961846E-02  dust
140  1.6939556E+02 21  3.6308087E+02  7.3712262E-03  dust
140  1.6939556E+02 22  7.4469677E+02  4.8890320E-03  dust
140  1.6939556E+02 23  1.5279094E+03  3.1541103E-03  dust
140  1.6939556E+02 24  3.1355912E+03  1.9319604E-03  dust
140  1.6939556E+02 25  6.4360319E+03  1.0313735E-03  dust
141  1.8087112E+02  1  9.5842289E-02  1.3269996E-01  dust
141  1.8087112E+02  2  1.0573550E-01  1.3025266E-01  dust
141  1.8087112E+02  3  1.1812006E-01  1.2731245E-01  dust
141  1.8087112E+02  4  1.3353968E-01  1.2408799E-01  dust
141  1.8087112E+02  5  1.5097181E-01  1.2053022E-01  dust
141  1.8087112E+02  6  1.7067955E-01  1.1527781E-01  dust
141  1.8087112E+02  7  1.9296000E-01  1.0935571E-01  dust
141  1.8087112E+02  8  3.0195156E-01  9.6456943E-02  dust
141  1.8087112E+02  9  5.8874250E-01  7.7290432E-02  dust
141  1.8087112E+02 10  1.2118621E+00  5.6529605E-02  dust
141  1.8087112E+02 11  2.3303096E+00  3.9775541E-02  dust
141  1.8087112E+02 12  4.3003104E+00  3.0746395E-02  dust
141  1.8087112E+02 13  6.2450423E+00  2.4490193E-02  dust
141  1.8087112E+02 14  8.8527200E+00  2.6506154E-02  dust
141  1.8087112E+02 15  1.2668311E+01  2.3365509E-02  dust
141  1.8087112E+02 16  1.8134220E+01  2.2891189E-02  dust
141  1.8087112E+02 17  2.5964377E+01  2.1108756E-02  dust
141  1.8087112E+02 18  4.2233750E+01  1.5403153E-02  dust
141  1.8087112E+02 19  8.6443439E+01  1.0354778E-02  dust
141  1.8087112E+02 20  1.7710287E+02  7.0029053E-03  dust
141  1.8087112E+02 21  3.6308087E+02  4.7090722E-03  dust
141  1.8087112E+02 22  7.4469677E+02  3.1233069E-03  dust
141  1.8087112E+02 23  1.5279094E+03  2.0149597E-03  dust
141  1.8087112E+02 24  3.1355912E+03  1.2342059E-03  dust
141  1.8087112E+02 25  6.4360319E+03  6.5887863E-04  dust
142  1.9312408E+02  1  9.5842289E-02  8.2528468E-02  dust
142  1.9312408E+02  2  1.0573550E-01  8.1007450E-02  dust
142  1.9312408E+02  3  1.1812006E-01  7.9180048E-02  dust
142  1.9312408E+02  4  1.3353968E-01  7.7175945E-02  dust
142  1.9312408E+02  5  1.5097181E-01  7.4964662E-02  dust
142  1.9312408E+02  6  1.7067955E-01  7.1699837E-02  dust
142  1.9312408E+02  7  1.9296000E-01  6.8018323E-02  dust
142  1.9312408E+02  8  3.0195156E-01  5.9999098E-02  dust
142  1.9312408E+02  9  5.8874250E-01  4.8083241E-02  dust
142  1.9312408E+02 10  1.2118621E+00  3.5173229E-02  dust
142  1.9312408E+02 11  2.3303096E+00  2.4752078E-02  dust
142  1.9312408E+02 12  4.3003104E+00  1.9134858E-02  dust
142  1.9312408E+02 13  6.2450423E+00  1.5242164E-02  dust
142  1.9312408E+02 14  8.8527200E+00  1.6495230E-02  dust
142  1.9312408E+02 15  1.2668311E+01  1.4541989E-02  dust
142  1.9312408E+02 16  1.8134220E+01  1.4246327E-02  dust
142  1.9312408E+02 17  2.5964377E+01  1.3137683E-02  dust
142  1.9312408E+02 18  4.2233750E+01  9.5874467E-03  dust
142  1.9312408E+02 19  8.6443439E+01  6.4455850E-03  dust
142  1.9312408E+02 20  1.7710287E+02  4.3592207E-03  dust
142  1.9312408E+02 21  3.6308087E+02  2.9313255E-03  dust
142  1.9312408E+02 22  7.4469677E+02  1.9441886E-03  dust
142  1.9312408E+02 23  1.5279094E+03  1.2542661E-03  dust
142  1.9312408E+02 24  3.1355912E+03  7.6826509E-04  dust
142  1.9312408E+02 25  6.4360319E+03  4.1013704E-04  dust
143  2.0620710E+02  1  9.5842289E-02  4.9907304E-02  dust
143  2.0620710E+02  2  1.0573550E-01  4.8988270E-02  dust
143  2.0620710E+02  3  1.1812006E-01  4.7884095E-02  dust
143  2.0620710E+02  4  1.3353968E-01  4.6673135E-02  dust
143  2.0620710E+02  5  1.5097181E-01  4.5336976E-02  dust
143  2.0620710E+02  6  1.7067955E-01  4.3364031E-02  dust
143  2.0620710E+02  7  1.9296000E-01  4.1138969E-02  dust
143  2.0620710E+02  8  3.0195156E-01  3.6291796E-02  dust
143  2.0620710E+02  9  5.8874250E-01  2.9089372E-02  dust
143  2.0620710E+02 10  1.2118621E+00  2.1283725E-02  dust
143  2.0620710E+02 11  2.3303096E+00  1.4980703E-02  dust
143  2.0620710E+02 12  4.3003104E+00  1.1582390E-02  dust
143  2.0620710E+02 13  6.2450423E+00  9.2268615E-03  dust
143  2.0620710E+02 14  8.8527200E+00  9.9839744E-03  dust
143  2.0620710E+02 15  1.2668311E+01  8.8028284E-03  dust
143  2.0620710E+02 16  1.8134220E+01  8.6234351E-03  dust
143  2.0620710E+02 17  2.5964377E+01  7.9529321E-03  dust
143  2.0620710E+02 18  4.2233750E+01  5.8044515E-03  dust
143  2.0620710E+02 19  8.6443439E+01  3.9025734E-03  dust
143  2.0620710E+02 20  1.7710287E+02  2.6393835E-03  dust
143  2.0620710E+02 21  3.6308087E+02  1.7748048E-03  dust
143  2.0620710E+02 22  7.4469677E+02  1.1771260E-03  dust
143  2.0620710E+02 23  1.5279094E+03  7.5940695E-04  dust
143  2.0620710E+02 24  3.1355912E+03  4.6515348E-04  dust
143  2.0620710E+02 25  6.4360319E+03  2.4832148E-04  dust
144  2.2017642E+02  1  9.5842289E-02  2.9287794E-02  dust
144  2.2017642E+02  2  1.0573550E-01  2.8749045E-02  dust
144  2.2017642E+02  3  1.1812006E-01  2.8101761E-02  dust
144  2.2017642E+02  4  1.3353968E-01  2.7391867E-02  dust
144  2.2017642E+02  5  1.5097181E-01  2.6608573E-02  dust
144  2.2017642E+02  6  1.7067955E-01  2.5451840E-02  dust
144  2.2017642E+02  7  1.9296000E-01  2.4147068E-02  dust
144  2.2017642E+02  8  3.0195156E-01  2.1304369E-02  dust
144  2.2017642E+02  9  5.8874250E-01  1.7080440E-02  dust
144  2.2017642E+02 10  1.2118621E+00  1.2500993E-02  dust
144  2.2017642E+02 11  2.3303096E+00  8.8014022E-03  dust
144  2.2017642E+02 12  4.3003104E+00  6.8060313E-03  dust
144  2.2017642E+02 13  6.2450423E+00  5.4224646E-03  dust
144  2.2017642E+02 14  8.8527200E+00  5.8661765E-03  dust
144  2.2017642E+02 15  1.2668311E+01  5.1730806E-03  dust
144  2.2017642E+02 16  1.8134220E+01  5.0672852E-03  dust
144  2.2017642E+02 17  2.5964377E+01  4.6737450E-03  dust
144  2.2017642E+02 18  4.2233750E+01  3.4115946E-03  dust
144  2.2017642E+02 19  8.6443439E+01  2.2938923E-03  dust
144  2.2017642E+02 20  1.7710287E+02  1.5513828E-03  dust
144  2.2017642E+02 21  3.6308087E+02  1.0431851E-03  dust
144  2.2017642E+02 22  7.4469677E+02  6.9188550E-04  dust
144  2.2017642E+02 23  1.5279094E+03  4.4636125E-04  dust
144  2.2017642E+02 24  3.1355912E+03  2.7340630E-04  dust
144  2.2017642E+02 25  6.4360319E+03  1.4595759E-04  dust
145  2.3203023E+02  1  9.5842289E-02  1.8684761E-02  dust
145  2.3203023E+02  2  1.0573550E-01  1.8341429E-02  dust
145  2.3203023E+02  3  1.1812006E-01  1.7928933E-02  dust
145  2.3203023E+02  4  1.3353968E-01  1.7476532E-02  dust
145  2.3203023E+02  5  1.5097181E-01  1.6977353E-02  dust
145  2.3203023E+02  6  1.7067955E-01  1.6240105E-02  dust
145  2.3203023E+02  7  1.9296000E-01  1.5408363E-02  dust
145  2.3203023E+02  8  3.0195156E-01  1.3596058E-02  dust
145  2.3203023E+02  9  5.8874250E-01  1.0903215E-02  dust
145  2.3203023E+02 10  1.2118621E+00  7.9826006E-03  dust
145  2.3203023E+02 11  2.3303096E+00  5.6219643E-03  dust
145  2.3203023E+02 12  4.3003104E+00  4.3482153E-03  dust
145  2.3203023E+02 13  6.2450423E+00  3.4646281E-03  dust
145  2.3203023E+02 14  8.8527200E+00  3.7472688E-03  dust
145  2.3203023E+02 15  1.2668311E+01  3.3051210E-03  dust
145  2.3203023E+02 16  1.8134220E+01  3.2372559E-03  dust
145  2.3203023E+02 17  2.5964377E+01  2.9861276E-03  dust
145  2.3203023E+02 18  4.2233750E+01  2.1799506E-03  dust
145  2.3203023E+02 19  8.6443439E+01  1.4657883E-03  dust
145  2.3203023E+02 20  1.7710287E+02  9.9130560E-04  dust
145  2.3203023E+02 21  3.6308087E+02  6.6657613E-04  dust
145  2.3203023E+02 22  7.4469677E+02  4.4210309E-04  dust
145  2.3203023E+02 23  1.5279094E+03  2.8521763E-04  dust
145  2.3203023E+02 24  3.1355912E+03  1.7470233E-04  dust
145  2.3203023E+02 25  6.4360319E+03  9.3264632E-05  dust
146  2.4284348E+02  1  9.5842289E-02  1.2424130E-02  dust
146  2.4284348E+02  2  1.0573550E-01  1.2196103E-02  dust
146  2.4284348E+02  3  1.1812006E-01  1.1922143E-02  dust
146  2.4284348E+02  4  1.3353968E-01  1.1621677E-02  dust
146  2.4284348E+02  5  1.5097181E-01  1.1290144E-02  dust
146  2.4284348E+02  6  1.7067955E-01  1.0800439E-02  dust
146  2.4284348E+02  7  1.9296000E-01  1.0247873E-02  dust
146  2.4284348E+02  8  3.0195156E-01  9.0437428E-03  dust
146  2.4284348E+02  9  5.8874250E-01  7.2546083E-03  dust
146  2.4284348E+02 10  1.2118621E+00  5.3133437E-03  dust
146  2.4284348E+02 11  2.3303096E+00  3.7433710E-03  dust
146  2.4284348E+02 12  4.3003104E+00  2.8957849E-03  dust
146  2.4284348E+02 13  6.2450423E+00  2.3075148E-03  dust
146  2.4284348E+02 14  8.8527200E+00  2.4951435E-03  dust
146  2.4284348E+02 15  1.2668311E+01  2.2011343E-03  dust
146  2.4284348E+02 16  1.8134220E+01  2.1557374E-03  dust
146  2.4284348E+02 17  2.5964377E+01  1.9886821E-03  dust
146  2.4284348E+02 18  4.2233750E+01  1.4518949E-03  dust
146  2.4284348E+02 19  8.6443439E+01  9.7623319E-04  dust
146  2.4284348E+02 20  1.7710287E+02  6.6021501E-04  dust
146  2.4284348E+02 21  3.6308087E+02  4.4394449E-04  dust
146  2.4284348E+02 22  7.4469677E+02  2.9444441E-04  dust
146  2.4284348E+02 23  1.5279094E+03  1.8995757E-04  dust
146  2.4284348E+02 24  3.1355912E+03  1.1635341E-04  dust
146  2.4284348E+02 25  6.4360319E+03  6.2115148E-05  dust
147  2.5229449E+02  1  9.5842289E-02  8.7084276E-03  dust
147  2.5229449E+02  2  1.0573550E-01  8.5487839E-03  dust
147  2.5229449E+02  3  1.1812006E-01  8.3569864E-03  dust
147  2.5229449E+02  4  1.3353968E-01  8.1466316E-03  dust
147  2.5229449E+02  5  1.5097181E-01  7.9145272E-03  dust
147  2.5229449E+02  6  1.7067955E-01  7.5716489E-03  dust
147  2.5229449E+02  7  1.9296000E-01  7.1846937E-03  dust
147  2.5229449E+02  8  3.0195156E-01  6.3413717E-03  dust
147  2.5229449E+02  9  5.8874250E-01  5.0883750E-03  dust
147  2.5229449E+02 10  1.2118621E+00  3.7282469E-03  dust
147  2.5229449E+02 11  2.3303096E+00  2.6275217E-03  dust
147  2.5229449E+02 12  4.3003104E+00  2.0328923E-03  dust
147  2.5229449E+02 13  6.2450423E+00  1.6199754E-03  dust
147  2.5229449E+02 14  8.8527200E+00  1.7512971E-03  dust
147  2.5229449E+02 15  1.2668311E+01  1.5451750E-03  dust
147  2.5229449E+02 16  1.8134220E+01  1.5131735E-03  dust
147  2.5229449E+02 17  2.5964377E+01  1.3960072E-03  dust
147  2.5229449E+02 18  4.2233750E+01  1.0192245E-03  dust
147  2.5229449E+02 19  8.6443439E+01  6.8529495E-04  dust
147  2.5229449E+02 20  1.7710287E+02  4.6345602E-04  dust
147  2.5229449E+02 21  3.6308087E+02  3.1163968E-04  dust
147  2.5229449E+02 22  7.4469677E+02  2.0669404E-04  dust
147  2.5229449E+02 23  1.5279094E+03  1.3334647E-04  dust
147  2.5229449E+02 24  3.1355912E+03  8.1677833E-05  dust
147  2.5229449E+02 25  6.4360319E+03  4.3603632E-05  dust
148  2.6001323E+02  1  9.5842289E-02  6.5198466E-03  dust
148  2.6001323E+02  2  1.0573550E-01  6.4004529E-03  dust
148  2.6001323E+02  3  1.1812006E-01  6.2570157E-03  dust
148  2.6001323E+02  4  1.3353968E-01  6.0997003E-03  dust
148  2.6001323E+02  5  1.5097181E-01  5.9261206E-03  dust
148  2.6001323E+02  6  1.7067955E-01  5.6696728E-03  dust
148  2.6001323E+02  7  1.9296000E-01  5.3802157E-03  dust
148  2.6001323E+02  8  3.0195156E-01  4.7493219E-03  dust
148  2.6001323E+02  9  5.8874250E-01  3.8119771E-03  dust
148  2.6001323E+02 10  1.2118621E+00  2.7940445E-03  dust
